Filename,Words,AWL,TTR,LDE,ABLE,AMP,ASPECT,BEMA,CC,CD,CONC,COND,CONT,CUZ,DEMO,DMA,DOAUX,DT,DWNT,ELAB,EMO,EMPH,EX,FPUH,FREQ,GTO,HDG,HGOT,IN,JJAT,JJPR,MDCA,MDCO,MDMM,MDNE,MDWO,MDWS,NCOMP,NN,PASS,PEAS,PGET,PIT,PLACE,POLITE,POS,PP1P,PP1S,PP2,PP3f,PP3m,PP3t,PROG,QUAN,QUPR,QUTAG,RB,RP,SPLIT,STPR,THATD,THRC,THSC,TIME,VBD,VBG,VBN,VIMP,VPRT,WHQU,WHSC,XX0,YNQU,ACT,CAUSE,COMM,COMPAR,EXIST,INother,JJATDother,JJATother,JJCOLR,JJEPSTother,JJEVAL,JJPRother,JJREL,JJSIZE,JJTIME,JJTOPIC,MDPOSSCall,MDPREDall,MENTAL,NNABSPROC,NNCOG,NNCONC,NNGRP,NNHUMAN,NNP,NNPLACE,NNQUANT,NNTECH,NNother,NOMZ,NSTNCother,OCCUR,PASSall,PP1all,PP3all,PrepNSTNC,RATT,RBother,RFACT,RNONFACT,RSTNCall,SUPER,THRCother,THSCother,ThJEVL,ThJFCT,ThJSTNCall,ThSTNCall,ThVCOMM,ThVFCT,ThVLIK,ThVSTNCall,ToJABL,ToJCRTN,ToJEASE,ToJEFCT,ToJEVAL,ToJSTNCall,ToNSTNC,ToSTNCall,ToVDSR,ToVEFRT,ToVMNTL,ToVPROB,ToVSPCH,ToVSTNCall,WHSCother,WhVATT,WhVCOM,WhVFCT,WhVLIK,WhVSTNCall
SFLEP_C3_Conversation003.txt,479,4.2422,0.515,0.4154,0.0,0.6263,0.0,25.7576,16.6667,0.2088,1.5152,3.0303,13.6364,0.0,1.0438,2.5052,10.6061,26.2136,0.2088,0.0,0.0,0.2088,4.5455,1.6701,4.5455,0.0,0.4175,0.0,9.6033,17.4757,25.7576,9.0909,0.0,0.0,3.0303,0.0,0.0,14.5631,21.5031,6.0606,1.5152,0.0,12.1212,9.0909,0.0,0.0,13.6364,27.2727,22.7273,0.0,0.0,18.1818,6.0606,11.6505,4.5455,1.5152,2.9228,4.5455,1.5152,0.0,3.0303,0.0,6.0606,3.0303,39.3939,4.5455,1.5152,1.5152,46.9697,3.0303,3.0303,16.6667,1.4614,19.697,0.0,12.1212,0.0,6.0606,8.3507,0.0,14.5631,0.0,0.0,1.9417,24.2424,0.0,0.9709,0.0,0.0,9.0909,0.0,24.2424,12.6214,0.9709,2.9126,2.9126,10.6796,12.6214,2.9126,2.9126,2.9126,7.3069,0.0,0.0,0.0,6.0606,40.9091,18.1818,0.0,0.0,2.9228,0.2088,0.0,0.2088,0.2088,0.0,0.0,0.0,1.5152,1.5152,0.8351,3.0303,0.0,1.5152,4.5455,0.2088,0.0,0.0,0.0,0.0,0.2088,0.0,1.0438,4.5455,0.0,0.0,1.5152,0.0,6.0606,3.0303,0.0,0.0,0.0,0.0,0.0
SFLEP_E1_Conversation001.txt,862,4.3794,0.475,0.4664,0.0,0.116,0.885,29.2035,18.5841,1.3921,0.0,3.5398,15.0442,0.885,0.6961,0.9281,7.0796,18.2979,0.232,0.0,0.116,0.6961,1.7699,0.58,3.5398,0.885,0.232,0.0,8.0046,12.3404,19.469,3.5398,5.3097,0.885,4.4248,0.885,5.3097,7.234,27.2622,0.885,7.0796,0.885,16.8142,3.5398,0.348,0.4255,10.6195,45.1327,31.8584,0.0,4.4248,5.3097,4.4248,7.234,2.6549,0.0,2.7842,6.1947,2.6549,0.885,0.885,0.0,1.7699,1.7699,27.4336,6.1947,0.885,6.1947,46.0177,7.9646,4.4248,4.4248,1.2761,21.2389,7.0796,3.5398,0.0,3.5398,7.4246,0.0,7.234,0.0,0.0,3.8298,15.0442,0.8511,0.4255,0.8511,0.8511,9.7345,7.0796,20.354,3.8298,3.4043,4.6809,0.4255,5.5319,32.766,0.4255,4.6809,0.0,9.2807,2.9787,0.0,1.7699,1.7699,55.7522,9.7345,0.4255,0.0,2.5522,0.116,0.116,0.232,0.116,0.0,0.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.885,0.885,0.0,0.0,0.0,1.7699,3.5398,0.885,0.0,0.0,0.0,0.885
SFLEP_E1_Conversation002.txt,457,4.1838,0.5125,0.3917,0.0,0.0,1.8868,26.4151,22.6415,1.5317,1.8868,1.8868,13.2075,0.0,0.6565,0.8753,3.7736,31.3043,0.0,0.0,0.0,1.0941,1.8868,0.8753,5.6604,0.0,0.0,1.8868,12.9103,8.6957,13.2075,7.5472,0.0,0.0,5.6604,1.8868,1.8868,7.8261,25.1641,11.3208,9.434,0.0,5.6604,0.0,0.2188,1.7391,22.6415,11.3208,20.7547,0.0,0.0,16.9811,1.8868,6.9565,5.6604,0.0,1.7505,5.6604,5.6604,3.7736,0.0,0.0,1.8868,13.2075,15.0943,3.7736,7.5472,7.5472,60.3774,18.8679,5.6604,7.5472,1.0941,26.4151,9.434,9.434,0.2188,3.7736,11.8162,0.0,6.087,0.0,1.7391,1.7391,7.5472,0.8696,0.0,0.0,0.0,7.5472,3.7736,7.5472,5.2174,4.3478,2.6087,6.9565,6.087,21.7391,2.6087,6.087,0.0,8.7527,1.7391,0.0,3.7736,11.3208,33.9623,16.9811,0.0,0.0,1.5317,0.0,0.2188,0.2188,0.2188,0.0,1.8868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2188,0.0,0.0,0.0,0.0,0.2188,0.0,0.4376,0.0,0.0,1.8868,0.0,0.0,1.8868,5.6604,0.0,0.0,0.0,0.0,0.0
SFLEP_E1_Conversation003.txt,414,4.4541,0.49,0.4396,0.0,0.4831,2.0408,34.6939,24.4898,1.4493,0.0,0.0,6.1224,0.0,1.6908,1.2077,16.3265,25.4386,0.0,0.0,0.0,0.7246,0.0,1.4493,10.2041,0.0,0.9662,0.0,9.1787,10.5263,16.3265,8.1633,0.0,4.0816,0.0,0.0,6.1224,12.2807,27.5362,4.0816,6.1224,0.0,14.2857,4.0816,0.2415,0.0,2.0408,24.4898,26.5306,0.0,0.0,4.0816,4.0816,3.5088,8.1633,0.0,1.4493,2.0408,4.0816,2.0408,0.0,0.0,14.2857,6.1224,8.1633,18.3673,4.0816,4.0816,69.3878,16.3265,10.2041,4.0816,1.4493,20.4082,4.0816,14.2857,0.2415,0.0,8.6957,0.0,6.1404,0.0,0.8772,0.8772,12.2449,0.0,0.0,0.0,0.0,12.2449,6.1224,22.449,11.4035,4.386,9.6491,1.7544,1.7544,11.4035,2.6316,0.8772,1.7544,9.4203,6.1404,0.8772,2.0408,4.0816,26.5306,4.0816,0.0,0.0,0.9662,0.2415,0.2415,0.4831,1.4493,0.0,6.1224,2.0408,0.0,2.0408,0.9662,0.0,0.0,6.1224,6.1224,0.2415,0.0,0.0,0.0,0.0,0.2415,0.0,0.2415,0.0,0.0,0.0,0.0,0.0,0.0,6.1224,0.0,0.0,4.0816,0.0,4.0816
SFLEP_E1_Conversation004.txt,477,4.0042,0.5425,0.3753,0.0,0.0,1.5152,31.8182,9.0909,0.4193,0.0,4.5455,18.1818,0.0,1.2579,0.4193,13.6364,33.0275,0.2096,0.0,0.0,1.2579,1.5152,0.8386,1.5152,0.0,0.2096,1.5152,10.4822,15.5963,15.1515,4.5455,0.0,0.0,6.0606,1.5152,0.0,3.6697,22.8512,4.5455,6.0606,1.5152,10.6061,3.0303,0.2096,1.8349,6.0606,30.303,21.2121,0.0,6.0606,0.0,6.0606,8.2569,1.5152,3.0303,2.7254,1.5152,1.5152,1.5152,6.0606,0.0,0.0,1.5152,27.2727,15.1515,4.5455,4.5455,56.0606,25.7576,10.6061,15.1515,0.4193,27.2727,0.0,12.1212,0.2096,1.5152,9.8532,0.0,11.0092,0.0,0.9174,0.0,13.6364,1.8349,1.8349,0.0,0.0,4.5455,1.5152,30.303,6.422,3.6697,6.422,0.0,13.7615,22.0183,2.7523,6.422,0.9174,7.1279,2.7523,0.0,0.0,6.0606,36.3636,6.0606,0.9174,0.0,2.3061,0.2096,0.2096,0.4193,0.2096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6061,0.0,0.0,0.0,0.0,0.0
SFLEP_E1_Conversation005.txt,1045,4.022,0.49,0.4124,0.0,0.2871,1.5385,24.6154,30.0,1.3397,0.7692,3.8462,25.3846,1.5385,1.5311,0.9569,6.9231,25.1012,0.1914,0.0,0.0,0.2871,3.8462,0.1914,1.5385,0.7692,0.2871,0.0,8.8995,12.1457,16.1538,7.6923,0.7692,1.5385,2.3077,4.6154,3.0769,4.0486,23.6364,0.0,5.3846,0.0,13.0769,3.0769,0.1914,0.4049,8.4615,28.4615,27.6923,7.6923,14.6154,2.3077,7.6923,11.7409,8.4615,0.7692,2.201,10.0,3.8462,0.0,3.8462,3.0769,4.6154,6.1538,10.0,5.3846,2.3077,2.3077,67.6923,5.3846,9.2308,12.3077,1.1483,25.3846,2.3077,6.9231,0.8612,5.3846,8.4211,0.4049,4.8583,0.0,1.2146,1.2146,8.4615,0.8097,2.0243,1.2146,1.2146,10.0,8.4615,18.4615,12.9555,0.8097,4.0486,1.2146,6.0729,36.8421,0.4049,6.4777,1.2146,5.5502,1.2146,0.8097,0.0,0.0,36.9231,24.6154,0.8097,0.0,1.8182,0.1914,0.0,0.1914,0.1914,3.0769,3.0769,0.0,0.0,0.0,0.1914,1.5385,0.0,0.0,1.5385,0.0957,0.0,0.0,0.0,0.0,0.0957,0.4049,0.2871,0.7692,0.0,0.0,0.0,0.0,0.7692,6.9231,0.0,0.0,2.3077,0.0,2.3077
SFLEP_E2_Conversation001.txt,425,4.0024,0.5275,0.4212,0.0,0.2353,3.3898,28.8136,11.8644,0.4706,5.0847,0.0,33.8983,0.0,1.6471,0.2353,5.0847,16.3265,0.0,0.0,0.0,0.7059,1.6949,0.7059,10.1695,8.4746,0.0,0.0,10.5882,9.1837,23.7288,6.7797,0.0,0.0,5.0847,3.3898,5.0847,3.0612,23.0588,3.3898,5.0847,0.0,5.0847,3.3898,0.0,1.0204,6.7797,35.5932,28.8136,0.0,16.9492,1.6949,5.0847,5.102,3.3898,0.0,1.6471,5.0847,10.1695,0.0,3.3898,1.6949,8.4746,3.3898,13.5593,6.7797,5.0847,6.7797,59.322,13.5593,3.3898,15.2542,0.4706,11.8644,6.7797,11.8644,0.2353,1.6949,10.3529,0.0,5.102,0.0,2.0408,0.0,16.9492,0.0,0.0,3.0612,0.0,6.7797,16.9492,27.1186,10.2041,1.0204,6.1224,4.0816,10.2041,24.4898,2.0408,2.0408,0.0,7.5294,1.0204,1.0204,8.4746,3.3898,42.3729,18.6441,1.0204,0.0,1.1765,0.4706,0.0,0.4706,0.4706,1.6949,8.4746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3898,0.0,0.0,0.0,0.0,0.0
SFLEP_E2_Conversation002.txt,519,4.2524,0.535,0.4027,0.0,0.578,2.9412,25.0,16.1765,0.7707,0.0,5.8824,20.5882,0.0,1.3487,1.7341,8.8235,30.7018,0.0,1.4706,0.0,0.3854,1.4706,1.1561,1.4706,2.9412,0.1927,1.4706,11.1753,18.4211,16.1765,2.9412,1.4706,0.0,7.3529,5.8824,7.3529,8.7719,21.9653,1.4706,2.9412,0.0,7.3529,5.8824,0.1927,0.0,7.3529,30.8824,41.1765,0.0,1.4706,4.4118,7.3529,7.0175,4.4118,1.4706,1.1561,0.0,4.4118,2.9412,2.9412,0.0,0.0,4.4118,17.6471,10.2941,1.4706,4.4118,52.9412,11.7647,11.7647,8.8235,0.9634,20.5882,1.4706,14.7059,0.0,7.3529,10.2119,0.0,14.0351,0.0,3.5088,3.5088,8.8235,0.8772,0.8772,0.0,0.0,4.4118,16.1765,20.5882,10.5263,0.8772,6.1404,0.0,9.6491,14.0351,3.5088,5.2632,6.1404,6.3584,3.5088,0.8772,1.4706,1.4706,38.2353,5.8824,0.0,0.0,1.1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1927,0.0,0.1927,0.0,0.578,1.4706,1.4706,0.0,0.0,0.0,2.9412,10.2941,0.0,0.0,1.4706,0.0,1.4706
SFLEP_E2_Conversation004.txt,654,4.4434,0.55,0.445,0.0,0.7645,0.0,42.4658,23.2877,0.6116,1.3699,0.0,23.2877,1.3699,0.9174,0.7645,9.589,27.8409,0.0,0.0,0.0,0.9174,0.0,1.5291,5.4795,0.0,0.0,0.0,12.9969,17.6136,19.1781,8.2192,2.7397,0.0,0.0,0.0,0.0,6.25,26.9113,4.1096,4.1096,0.0,17.8082,5.4795,0.6116,1.1364,23.2877,24.6575,13.6986,1.3699,1.3699,2.7397,8.2192,2.8409,1.3699,2.7397,1.9878,2.7397,4.1096,2.7397,1.3699,2.7397,4.1096,8.2192,21.9178,13.6986,2.7397,2.7397,64.3836,15.0685,5.4795,12.3288,0.7645,19.1781,0.0,16.4384,0.9174,4.1096,11.9266,0.0,13.0682,0.0,0.0,1.1364,13.6986,1.7045,0.0,1.7045,0.0,10.9589,0.0,21.9178,6.25,0.5682,3.4091,1.1364,4.5455,27.2727,3.4091,1.1364,1.1364,10.2446,6.8182,0.0,4.1096,4.1096,47.9452,5.4795,0.0,0.0,1.3761,0.6116,0.0,0.6116,0.0,2.7397,2.7397,0.0,0.0,0.0,0.1529,0.0,1.3699,0.0,1.3699,0.0,0.0,0.1529,0.3058,0.0,0.4587,0.0,0.7645,1.3699,1.3699,0.0,0.0,0.0,2.7397,4.1096,0.0,1.3699,0.0,0.0,1.3699
SFLEP_E3_Conversation001.txt,1147,4.442,0.54,0.4412,0.8547,0.3487,2.5641,33.3333,37.6068,0.6103,1.7094,4.2735,23.9316,0.8547,0.7847,0.7847,7.6923,34.0426,0.0,1.7094,0.0,1.0462,5.9829,0.3487,5.9829,0.0,0.0872,0.8547,12.7289,19.5035,26.4957,4.2735,0.0,0.8547,4.2735,0.8547,2.5641,7.8014,24.5859,5.9829,11.9658,0.0,13.6752,2.5641,0.0,1.0638,8.547,32.4786,17.094,0.0,1.7094,6.8376,5.9829,8.8652,5.1282,0.0,2.0052,2.5641,6.8376,0.0,1.7094,4.2735,2.5641,2.5641,6.8376,12.8205,5.1282,0.0,80.3419,11.1111,8.547,7.6923,0.5231,20.5128,1.7094,11.1111,0.6975,5.9829,11.5955,0.7092,13.1206,0.0,0.7092,1.4184,18.8034,2.8369,0.3546,0.3546,0.3546,5.1282,3.4188,15.3846,13.8298,3.1915,2.8369,1.4184,3.5461,18.0851,1.4184,4.6099,2.1277,9.5031,1.0638,0.0,5.1282,5.9829,41.0256,8.547,0.0,0.0,1.918,0.5231,0.0,0.5231,0.2616,4.2735,0.8547,0.0,0.8547,0.8547,0.1744,0.8547,0.0,0.0,0.8547,0.0872,0.0,0.0872,0.0,0.0,0.1744,0.7092,0.959,3.4188,2.5641,0.0,0.0,0.0,5.9829,8.547,0.0,0.0,0.0,0.0,0.0
